symbol,signal,horizon,n_on,mean_on,mean_off,diff,t_stat,win_rate_on
PANEL_2X2,BIG_ASK_LVL1_P99,30,303,2.4686,-0.6042,3.0729,1.04,0.479
PANEL_2X2,BIG_BID_LVL1_P95,100,1537,3.1008,-1.9442,5.0451,2.32,0.523
PANEL_2X2,BIG_ASK_LVL1_P95,100,1514,2.3075,-1.8978,4.2053,1.83,0.528
PANEL_2X2,BIG_BID_LVL1_P99,100,335,3.6731,-1.7456,5.4187,1.15,0.537
PANEL_2X2,BIG_ASK_LVL1_P99,100,303,2.4802,-1.7275,4.2077,0.81,0.502
PANEL_2X2,TRADE_BIG_P95(>=4),1,179,0.257,0.1814,0.0756,0.1,0.531
PANEL_2X2,TRADE_BIG_P95(>=4),5,179,0.6927,1.3953,-0.7026,-0.38,0.464
PANEL_2X2,TRADE_BIG_P95(>=4),10,179,2.2011,0.6401,1.561,0.6,0.486
PANEL_2X2,TRADE_BIG_P95(>=4),30,179,3.9944,2.3043,1.6901,0.38,0.531
PANEL_2X2,TRADE_BIG_P95(>=4),100,177,-10.839,0.8482,-11.6872,-1.44,0.492
PANEL_2X4,BIG_BID_LVL1_P95,1,3223,0.0726,0.0792,-0.0066,-0.03,0.492
PANEL_2X4,BIG_ASK_LVL1_P95,1,3223,-0.0095,0.089,-0.0985,-0.47,0.49
PANEL_2X4,BIG_BID_LVL1_P99,1,3223,0.0726,0.0792,-0.0066,-0.03,0.492
PANEL_2X4,BIG_ASK_LVL1_P99,1,3223,-0.0095,0.089,-0.0985,-0.47,0.49
PANEL_2X4,BIG_BID_LVL1_P95,5,3223,0.5301,0.3776,0.1525,0.33,0.505
PANEL_2X4,BIG_ASK_LVL1_P95,5,3223,0.4549,0.3866,0.0682,0.15,0.505
PANEL_2X4,BIG_BID_LVL1_P99,5,3223,0.5301,0.3776,0.1525,0.33,0.505
PANEL_2X4,BIG_ASK_LVL1_P99,5,3223,0.4549,0.3866,0.0682,0.15,0.505
PANEL_2X4,BIG_BID_LVL1_P95,10,3223,1.2144,0.7342,0.4802,0.73,0.513
PANEL_2X4,BIG_ASK_LVL1_P95,10,3223,1.0935,0.7488,0.3448,0.52,0.51
PANEL_2X4,BIG_BID_LVL1_P99,10,3223,1.2144,0.7342,0.4802,0.73,0.513
PANEL_2X4,BIG_ASK_LVL1_P99,10,3223,1.0935,0.7488,0.3448,0.52,0.51
PANEL_2X4,BIG_BID_LVL1_P95,30,3221,3.1248,2.2364,0.8884,0.78,0.514
PANEL_2X4,BIG_ASK_LVL1_P95,30,3221,2.9522,2.2572,0.695,0.61,0.515
PANEL_2X4,BIG_BID_LVL1_P99,30,3221,3.1248,2.2364,0.8884,0.78,0.514
PANEL_2X4,BIG_ASK_LVL1_P99,30,3221,2.9522,2.2572,0.695,0.61,0.515
PANEL_2X4,BIG_BID_LVL1_P95,100,3216,9.9272,7.2268,2.7004,1.27,0.556
PANEL_2X4,BIG_ASK_LVL1_P95,100,3216,9.5445,7.273,2.2715,1.07,0.554
PANEL_2X4,BIG_BID_LVL1_P99,100,3216,9.9272,7.2268,2.7004,1.27,0.556
PANEL_2X4,BIG_ASK_LVL1_P99,100,3216,9.5445,7.273,2.2715,1.07,0.554
PANEL_2X4,TRADE_BIG_P95(>=4),1,179,1.4693,0.3962,1.0731,1.05,0.547
PANEL_2X4,TRADE_BIG_P95(>=4),5,179,1.8939,-0.8285,2.7224,1.22,0.458
PANEL_2X4,TRADE_BIG_P95(>=4),10,179,2.9832,-0.9177,3.901,1.25,0.508
PANEL_2X4,TRADE_BIG_P95(>=4),30,179,6.3715,-0.5317,6.9032,1.4,0.553
PANEL_2X4,TRADE_BIG_P95(>=4),100,177,8.8955,3.89,5.0055,0.51,0.554
PANEL_4X4,BIG_BID_LVL1_P95,1,3874,0.0981,-0.0479,0.146,0.85,0.501
PANEL_4X4,BIG_ASK_LVL1_P95,1,3891,0.0971,-0.0479,0.145,0.85,0.494
PANEL_4X4,BIG_BID_LVL1_P99,1,351,0.1752,-0.0315,0.2067,0.4,0.51
PANEL_4X4,BIG_ASK_LVL1_P99,1,371,0.1806,-0.0317,0.2123,0.44,0.469
PANEL_4X4,BIG_BID_LVL1_P95,5,3874,0.0136,-0.1667,0.1803,0.47,0.481
PANEL_4X4,BIG_ASK_LVL1_P95,5,3890,-0.1085,-0.1487,0.0402,0.11,0.476
PANEL_4X4,BIG_BID_LVL1_P99,5,351,-0.5983,-0.1381,-0.4602,-0.41,0.496
PANEL_4X4,BIG_ASK_LVL1_P99,5,371,0.1294,-0.1469,0.2763,0.25,0.493
PANEL_4X4,BIG_BID_LVL1_P95,10,3874,-0.1245,-0.3089,0.1844,0.34,0.489
PANEL_4X4,BIG_ASK_LVL1_P95,10,3890,-0.2978,-0.2832,-0.0146,-0.03,0.492
PANEL_4X4,BIG_BID_LVL1_P99,10,351,1.3932,-0.305,1.6982,1.05,0.527
PANEL_4X4,BIG_ASK_LVL1_P99,10,371,1.2075,-0.3038,1.5114,0.98,0.536
PANEL_4X4,BIG_BID_LVL1_P95,30,3872,-1.0772,-0.7707,-0.3065,-0.33,0.49
PANEL_4X4,BIG_ASK_LVL1_P95,30,3888,-1.1615,-0.758,-0.4035,-0.44,0.488
PANEL_4X4,BIG_BID_LVL1_P99,30,351,1.6254,-0.8392,2.4645,0.95,0.524
PANEL_4X4,BIG_ASK_LVL1_P99,30,371,3.2965,-0.8618,4.1583,1.58,0.518
PANEL_4X4,BIG_BID_LVL1_P95,100,3860,-3.0639,-2.592,-0.4718,-0.27,0.476
PANEL_4X4,BIG_ASK_LVL1_P95,100,3879,-2.6891,-2.6476,-0.0415,-0.02,0.476
PANEL_4X4,BIG_BID_LVL1_P99,100,346,9.711,-2.7977,12.5087,2.63,0.546
PANEL_4X4,BIG_ASK_LVL1_P99,100,370,13.2554,-2.8523,16.1077,3.42,0.557
PANEL_4X4,TRADE_BIG_P95(>=4),1,179,-0.8603,0.2473,-1.1076,-1.3,0.425
PANEL_4X4,TRADE_BIG_P95(>=4),5,179,-0.7235,1.1931,-1.9166,-1.03,0.43
PANEL_4X4,TRADE_BIG_P95(>=4),10,179,2.6425,1.8074,0.835,0.31,0.492
PANEL_4X4,TRADE_BIG_P95(>=4),30,179,2.7682,-0.1576,2.9258,0.63,0.514
PANEL_4X4,TRADE_BIG_P95(>=4),100,177,-3.9237,-5.2809,1.3572,0.15,0.48
PEBBLES_L,BIG_BID_LVL1_P95,1,5002,0.084,-0.0518,0.1357,0.59,0.495
PEBBLES_L,BIG_ASK_LVL1_P95,1,4990,0.0216,-0.0393,0.0609,0.26,0.493
PEBBLES_L,BIG_BID_LVL1_P99,1,5002,0.084,-0.0518,0.1357,0.59,0.495
PEBBLES_L,BIG_ASK_LVL1_P99,1,4990,0.0216,-0.0393,0.0609,0.26,0.493
PEBBLES_L,BIG_BID_LVL1_P95,5,5002,0.0174,-0.1803,0.1976,0.38,0.495
PEBBLES_L,BIG_ASK_LVL1_P95,5,4990,-0.0708,-0.1625,0.0917,0.18,0.494
PEBBLES_L,BIG_BID_LVL1_P99,5,5002,0.0174,-0.1803,0.1976,0.38,0.495
PEBBLES_L,BIG_ASK_LVL1_P99,5,4990,-0.0708,-0.1625,0.0917,0.18,0.494
PEBBLES_L,BIG_BID_LVL1_P95,10,5002,-0.0023,-0.3529,0.3506,0.48,0.505
PEBBLES_L,BIG_ASK_LVL1_P95,10,4990,-0.0251,-0.3482,0.3232,0.44,0.506
PEBBLES_L,BIG_BID_LVL1_P99,10,5002,-0.0023,-0.3529,0.3506,0.48,0.505
PEBBLES_L,BIG_ASK_LVL1_P99,10,4990,-0.0251,-0.3482,0.3232,0.44,0.506
PEBBLES_L,BIG_BID_LVL1_P95,30,4997,-0.0033,-1.0248,1.0215,0.82,0.502
PEBBLES_L,BIG_ASK_LVL1_P95,30,4985,-0.1053,-1.004,0.8987,0.72,0.5
PEBBLES_L,BIG_BID_LVL1_P99,30,4997,-0.0033,-1.0248,1.0215,0.82,0.502
PEBBLES_L,BIG_ASK_LVL1_P99,30,4985,-0.1053,-1.004,0.8987,0.72,0.5
PEBBLES_L,BIG_BID_LVL1_P95,100,4987,-1.96,-2.6253,0.6653,0.29,0.492
PEBBLES_L,BIG_ASK_LVL1_P95,100,4975,-2.0801,-2.601,0.5209,0.23,0.491
PEBBLES_L,BIG_BID_LVL1_P99,100,4987,-1.96,-2.6253,0.6653,0.29,0.492
PEBBLES_L,BIG_ASK_LVL1_P99,100,4975,-2.0801,-2.601,0.5209,0.23,0.491
PEBBLES_L,TRADE_BIG_P95(>=5),1,177,-0.1808,-0.6028,0.422,0.32,0.492
PEBBLES_L,TRADE_BIG_P95(>=5),5,177,-2.1045,-0.1809,-1.9236,-0.67,0.497
PEBBLES_L,TRADE_BIG_P95(>=5),10,177,-1.6949,-0.4625,-1.2324,-0.3,0.531
PEBBLES_L,TRADE_BIG_P95(>=5),30,177,-5.6695,0.3852,-6.0547,-0.87,0.475
PEBBLES_L,TRADE_BIG_P95(>=5),100,177,-14.7966,4.5258,-19.3224,-1.59,0.435
PEBBLES_M,BIG_BID_LVL1_P95,1,5002,-0.0227,0.0326,-0.0553,-0.24,0.493
PEBBLES_M,BIG_ASK_LVL1_P95,1,4990,-0.1017,0.0484,-0.1501,-0.65,0.49
PEBBLES_M,BIG_BID_LVL1_P99,1,5002,-0.0227,0.0326,-0.0553,-0.24,0.493
PEBBLES_M,BIG_ASK_LVL1_P99,1,4990,-0.1017,0.0484,-0.1501,-0.65,0.49
PEBBLES_M,BIG_BID_LVL1_P95,5,5002,0.0049,0.1386,-0.1337,-0.26,0.488
PEBBLES_M,BIG_ASK_LVL1_P95,5,4990,-0.042,0.1479,-0.1899,-0.37,0.487
PEBBLES_M,BIG_BID_LVL1_P99,5,5002,0.0049,0.1386,-0.1337,-0.26,0.488
PEBBLES_M,BIG_ASK_LVL1_P99,5,4990,-0.042,0.1479,-0.1899,-0.37,0.487
PEBBLES_M,BIG_BID_LVL1_P95,10,5002,-0.4336,0.3783,-0.8119,-1.09,0.487
PEBBLES_M,BIG_ASK_LVL1_P95,10,4990,-0.5805,0.4072,-0.9876,-1.32,0.485
PEBBLES_M,BIG_BID_LVL1_P99,10,5002,-0.4336,0.3783,-0.8119,-1.09,0.487
PEBBLES_M,BIG_ASK_LVL1_P99,10,4990,-0.5805,0.4072,-0.9876,-1.32,0.485
PEBBLES_M,BIG_BID_LVL1_P95,30,4997,-0.3344,0.9826,-1.317,-1.02,0.49
PEBBLES_M,BIG_ASK_LVL1_P95,30,4985,-0.3247,0.98,-1.3047,-1.01,0.491
PEBBLES_M,BIG_BID_LVL1_P99,30,4997,-0.3344,0.9826,-1.317,-1.02,0.49
PEBBLES_M,BIG_ASK_LVL1_P99,30,4985,-0.3247,0.98,-1.3047,-1.01,0.491
PEBBLES_M,BIG_BID_LVL1_P95,100,4987,3.6653,2.6381,1.0272,0.45,0.522
PEBBLES_M,BIG_ASK_LVL1_P95,100,4975,3.2106,2.7293,0.4812,0.21,0.521
PEBBLES_M,BIG_BID_LVL1_P99,100,4987,3.6653,2.6381,1.0272,0.45,0.522
PEBBLES_M,BIG_ASK_LVL1_P99,100,4975,3.2106,2.7293,0.4812,0.21,0.521
PEBBLES_M,TRADE_BIG_P95(>=5),1,177,-0.2345,0.0321,-0.2666,-0.19,0.503
PEBBLES_M,TRADE_BIG_P95(>=5),5,177,3.3249,0.121,3.2039,1.05,0.542
PEBBLES_M,TRADE_BIG_P95(>=5),10,177,6.8644,0.8662,5.9982,1.41,0.576
PEBBLES_M,TRADE_BIG_P95(>=5),30,177,8.435,2.1084,6.3267,0.85,0.537
PEBBLES_M,TRADE_BIG_P95(>=5),100,177,2.6638,7.9247,-5.2609,-0.42,0.486
PEBBLES_S,BIG_BID_LVL1_P95,1,5002,-0.0632,-0.0647,0.0015,0.01,0.484
PEBBLES_S,BIG_ASK_LVL1_P95,1,4990,-0.1607,-0.0452,-0.1155,-0.5,0.482
PEBBLES_S,BIG_BID_LVL1_P99,1,5002,-0.0632,-0.0647,0.0015,0.01,0.484
PEBBLES_S,BIG_ASK_LVL1_P99,1,4990,-0.1607,-0.0452,-0.1155,-0.5,0.482
PEBBLES_S,BIG_BID_LVL1_P95,5,5002,-0.2913,-0.328,0.0367,0.07,0.487
PEBBLES_S,BIG_ASK_LVL1_P95,5,4990,-0.6433,-0.2577,-0.3856,-0.74,0.482
PEBBLES_S,BIG_BID_LVL1_P99,5,5002,-0.2913,-0.328,0.0367,0.07,0.487
PEBBLES_S,BIG_ASK_LVL1_P99,5,4990,-0.6433,-0.2577,-0.3856,-0.74,0.482
PEBBLES_S,BIG_BID_LVL1_P95,10,5002,-1.1329,-0.5434,-0.5896,-0.8,0.487
PEBBLES_S,BIG_ASK_LVL1_P95,10,4990,-1.4796,-0.4745,-1.0051,-1.36,0.485
PEBBLES_S,BIG_BID_LVL1_P99,10,5002,-1.1329,-0.5434,-0.5896,-0.8,0.487
PEBBLES_S,BIG_ASK_LVL1_P99,10,4990,-1.4796,-0.4745,-1.0051,-1.36,0.485
PEBBLES_S,BIG_BID_LVL1_P95,30,4997,-1.7885,-2.0351,0.2466,0.19,0.5
PEBBLES_S,BIG_ASK_LVL1_P95,30,4985,-1.7947,-2.0337,0.2391,0.19,0.502
PEBBLES_S,BIG_BID_LVL1_P99,30,4997,-1.7885,-2.0351,0.2466,0.19,0.5
PEBBLES_S,BIG_ASK_LVL1_P99,30,4985,-1.7947,-2.0337,0.2391,0.19,0.502
PEBBLES_S,BIG_BID_LVL1_P95,100,4987,-7.077,-7.316,0.239,0.1,0.482
PEBBLES_S,BIG_ASK_LVL1_P95,100,4975,-6.8718,-7.3569,0.4851,0.21,0.483
PEBBLES_S,BIG_BID_LVL1_P99,100,4987,-7.077,-7.316,0.239,0.1,0.482
PEBBLES_S,BIG_ASK_LVL1_P99,100,4975,-6.8718,-7.3569,0.4851,0.21,0.483
PEBBLES_S,TRADE_BIG_P95(>=5),1,177,0.0452,-0.5021,0.5473,0.43,0.52
PEBBLES_S,TRADE_BIG_P95(>=5),5,177,0.9153,-1.3555,2.2707,0.79,0.492
PEBBLES_S,TRADE_BIG_P95(>=5),10,177,5.9068,-2.9775,8.8843,2.09,0.559
PEBBLES_S,TRADE_BIG_P95(>=5),30,177,9.5904,-5.0182,14.6086,2.08,0.537
PEBBLES_S,TRADE_BIG_P95(>=5),100,177,-4.7684,-5.8355,1.0671,0.08,0.503
PEBBLES_XL,BIG_BID_LVL1_P95,1,5002,0.3109,0.1805,0.1303,0.28,0.5
PEBBLES_XL,BIG_ASK_LVL1_P95,1,4990,0.1292,0.2169,-0.0877,-0.19,0.498
PEBBLES_XL,BIG_BID_LVL1_P99,1,5002,0.3109,0.1805,0.1303,0.28,0.5
PEBBLES_XL,BIG_ASK_LVL1_P99,1,4990,0.1292,0.2169,-0.0877,-0.19,0.498
PEBBLES_XL,BIG_BID_LVL1_P95,5,5002,0.9604,1.0248,-0.0644,-0.06,0.501
PEBBLES_XL,BIG_ASK_LVL1_P95,5,4990,0.9526,1.0263,-0.0737,-0.07,0.501
PEBBLES_XL,BIG_BID_LVL1_P99,5,5002,0.9604,1.0248,-0.0644,-0.06,0.501
PEBBLES_XL,BIG_ASK_LVL1_P99,5,4990,0.9526,1.0263,-0.0737,-0.07,0.501
PEBBLES_XL,BIG_BID_LVL1_P95,10,5002,2.5859,1.909,0.6769,0.45,0.503
PEBBLES_XL,BIG_ASK_LVL1_P95,10,4990,2.5829,1.9099,0.6729,0.44,0.503
PEBBLES_XL,BIG_BID_LVL1_P99,10,5002,2.5859,1.909,0.6769,0.45,0.503
PEBBLES_XL,BIG_ASK_LVL1_P99,10,4990,2.5829,1.9099,0.6729,0.44,0.503
PEBBLES_XL,BIG_BID_LVL1_P95,30,4997,4.932,6.148,-1.2161,-0.47,0.497
PEBBLES_XL,BIG_ASK_LVL1_P95,30,4985,4.5444,6.2248,-1.6803,-0.65,0.496
PEBBLES_XL,BIG_BID_LVL1_P99,30,4997,4.932,6.148,-1.2161,-0.47,0.497
PEBBLES_XL,BIG_ASK_LVL1_P99,30,4985,4.5444,6.2248,-1.6803,-0.65,0.496
PEBBLES_XL,BIG_BID_LVL1_P95,100,4987,17.1094,20.5465,-3.4371,-0.77,0.528
PEBBLES_XL,BIG_ASK_LVL1_P95,100,4975,17.0973,20.5473,-3.45,-0.77,0.527
PEBBLES_XL,BIG_BID_LVL1_P99,100,4987,17.1094,20.5465,-3.4371,-0.77,0.528
PEBBLES_XL,BIG_ASK_LVL1_P99,100,4975,17.0973,20.5473,-3.45,-0.77,0.527
PEBBLES_XL,TRADE_BIG_P95(>=5),1,177,3.0734,1.3565,1.7169,0.67,0.508
PEBBLES_XL,TRADE_BIG_P95(>=5),5,177,1.5876,2.0728,-0.4852,-0.08,0.508
PEBBLES_XL,TRADE_BIG_P95(>=5),10,177,-6.274,4.773,-11.047,-1.25,0.48
PEBBLES_XL,TRADE_BIG_P95(>=5),30,177,-0.3503,4.0891,-4.4393,-0.29,0.469
PEBBLES_XL,TRADE_BIG_P95(>=5),100,177,40.7684,2.0688,38.6995,1.62,0.616
PEBBLES_XS,BIG_BID_LVL1_P95,1,5996,-0.0313,-0.1573,0.126,0.58,0.488
PEBBLES_XS,BIG_ASK_LVL1_P95,1,5965,-0.2005,-0.1151,-0.0854,-0.39,0.485
PEBBLES_XS,BIG_BID_LVL1_P99,1,389,1.3625,-0.1517,1.5142,2.05,0.494
PEBBLES_XS,BIG_ASK_LVL1_P99,1,362,-0.2196,-0.131,-0.0886,-0.12,0.483
PEBBLES_XS,BIG_BID_LVL1_P95,5,5996,-0.2606,-0.7614,0.5008,1.04,0.488
PEBBLES_XS,BIG_ASK_LVL1_P95,5,5965,-0.3305,-0.7434,0.4129,0.86,0.488
PEBBLES_XS,BIG_BID_LVL1_P99,5,389,2.2494,-0.6996,2.9489,1.71,0.514
PEBBLES_XS,BIG_ASK_LVL1_P99,5,362,1.721,-0.6904,2.4114,1.44,0.528
PEBBLES_XS,BIG_BID_LVL1_P95,10,5996,-0.5215,-1.5304,1.0089,1.48,0.494
PEBBLES_XS,BIG_ASK_LVL1_P95,10,5965,-0.5102,-1.5319,1.0217,1.5,0.495
PEBBLES_XS,BIG_BID_LVL1_P99,10,389,3.0116,-1.3857,4.3973,1.85,0.519
PEBBLES_XS,BIG_ASK_LVL1_P99,10,362,2.116,-1.3708,3.4868,1.49,0.525
PEBBLES_XS,BIG_BID_LVL1_P95,30,5985,-2.126,-4.2925,2.1665,1.88,0.491
PEBBLES_XS,BIG_ASK_LVL1_P95,30,5958,-2.0714,-4.3036,2.2321,1.94,0.489
PEBBLES_XS,BIG_BID_LVL1_P99,30,387,3.1292,-3.9512,7.0804,1.81,0.53
PEBBLES_XS,BIG_ASK_LVL1_P99,30,362,-0.1961,-3.9046,3.7085,0.99,0.481
PEBBLES_XS,BIG_BID_LVL1_P95,100,5972,-7.9632,-14.2455,6.2823,3.05,0.481
PEBBLES_XS,BIG_ASK_LVL1_P95,100,5943,-8.3517,-14.1415,5.7899,2.82,0.483
PEBBLES_XS,BIG_BID_LVL1_P99,100,387,14.4845,-13.351,27.8355,4.07,0.571
PEBBLES_XS,BIG_ASK_LVL1_P99,100,361,9.9266,-13.2708,23.1974,3.48,0.568
PEBBLES_XS,TRADE_BIG_P95(>=5),1,177,-2.9492,-0.4433,-2.5059,-1.94,0.412
PEBBLES_XS,TRADE_BIG_P95(>=5),5,177,-3.5311,-0.7388,-2.7923,-0.96,0.429
PEBBLES_XS,TRADE_BIG_P95(>=5),10,177,-5.0198,-2.3244,-2.6954,-0.66,0.458
PEBBLES_XS,TRADE_BIG_P95(>=5),30,177,-12.2768,-1.8702,-10.4067,-1.53,0.418
PEBBLES_XS,TRADE_BIG_P95(>=5),100,177,-23.8362,-8.9753,-14.8609,-1.18,0.401
ROBOT_DISHES,BIG_BID_LVL1_P95,1,2004,0.4755,0.0088,0.4667,1.87,0.49
ROBOT_DISHES,BIG_ASK_LVL1_P95,1,1994,0.2931,0.022,0.2712,1.09,0.492
ROBOT_DISHES,BIG_BID_LVL1_P99,1,545,0.5963,0.0297,0.5666,1.27,0.508
ROBOT_DISHES,BIG_ASK_LVL1_P99,1,581,0.3107,0.0347,0.276,0.65,0.496
ROBOT_DISHES,BIG_BID_LVL1_P95,5,2004,0.3219,0.1927,0.1292,0.25,0.482
ROBOT_DISHES,BIG_ASK_LVL1_P95,5,1994,0.4183,0.1859,0.2324,0.43,0.492
ROBOT_DISHES,BIG_BID_LVL1_P99,5,545,1.356,0.18,1.176,1.22,0.516
ROBOT_DISHES,BIG_ASK_LVL1_P99,5,581,1.179,0.182,0.997,1.05,0.518
ROBOT_DISHES,BIG_BID_LVL1_P95,10,2004,1.3101,0.3424,0.9677,1.32,0.51
ROBOT_DISHES,BIG_ASK_LVL1_P95,10,1994,0.3641,0.4101,-0.046,-0.06,0.494
ROBOT_DISHES,BIG_BID_LVL1_P99,10,545,3.8642,0.3431,3.5212,2.55,0.56
ROBOT_DISHES,BIG_ASK_LVL1_P99,10,581,1.7676,0.3802,1.3875,1.0,0.516
ROBOT_DISHES,BIG_BID_LVL1_P95,30,2004,3.3358,1.0798,2.256,1.73,0.506
ROBOT_DISHES,BIG_ASK_LVL1_P95,30,1994,2.3428,1.1514,1.1914,0.91,0.507
ROBOT_DISHES,BIG_BID_LVL1_P99,30,545,3.255,1.1932,2.0619,0.87,0.512
ROBOT_DISHES,BIG_ASK_LVL1_P99,30,581,5.4544,1.1472,4.3072,1.87,0.539
ROBOT_DISHES,BIG_BID_LVL1_P95,100,2004,8.4027,4.1141,4.2886,1.9,0.532
ROBOT_DISHES,BIG_ASK_LVL1_P95,100,1994,6.0745,4.282,1.7925,0.79,0.517
ROBOT_DISHES,BIG_BID_LVL1_P99,100,545,4.3752,4.402,-0.0268,-0.01,0.519
ROBOT_DISHES,BIG_ASK_LVL1_P99,100,581,9.2427,4.3056,4.9371,1.15,0.511
ROBOT_DISHES,TRADE_BIG_P95(>=4),1,179,-2.3101,-0.6173,-1.6927,-1.23,0.363
ROBOT_DISHES,TRADE_BIG_P95(>=4),5,179,-3.1676,1.0857,-4.2533,-1.72,0.352
ROBOT_DISHES,TRADE_BIG_P95(>=4),10,179,-1.3464,1.038,-2.3843,-0.75,0.363
ROBOT_DISHES,TRADE_BIG_P95(>=4),30,179,-0.5922,3.0145,-3.6067,-0.7,0.397
ROBOT_DISHES,TRADE_BIG_P95(>=4),100,177,5.3644,3.9764,1.388,0.15,0.48
ROBOT_IRONING,BIG_BID_LVL1_P95,1,1728,-0.0058,-0.0764,0.0706,0.24,0.286
ROBOT_IRONING,BIG_ASK_LVL1_P95,1,1720,-0.0244,-0.0753,0.0508,0.17,0.277
ROBOT_IRONING,BIG_BID_LVL1_P99,1,836,0.2536,-0.0817,0.3353,0.78,0.285
ROBOT_IRONING,BIG_ASK_LVL1_P99,1,832,0.1178,-0.0778,0.1955,0.45,0.274
ROBOT_IRONING,BIG_BID_LVL1_P95,5,1728,-0.3536,-0.3629,0.0093,0.02,0.381
ROBOT_IRONING,BIG_ASK_LVL1_P95,5,1720,-0.3308,-0.3643,0.0335,0.06,0.378
ROBOT_IRONING,BIG_BID_LVL1_P99,5,836,0.1501,-0.3771,0.5272,0.64,0.38
ROBOT_IRONING,BIG_ASK_LVL1_P99,5,832,0.1268,-0.3764,0.5032,0.62,0.379
ROBOT_IRONING,BIG_BID_LVL1_P95,10,1728,-0.6481,-0.7335,0.0853,0.11,0.41
ROBOT_IRONING,BIG_ASK_LVL1_P95,10,1720,-0.55,-0.7394,0.1894,0.23,0.408
ROBOT_IRONING,BIG_BID_LVL1_P99,10,836,-0.7177,-0.7289,0.0112,0.01,0.414
ROBOT_IRONING,BIG_ASK_LVL1_P99,10,832,-0.5481,-0.7337,0.1856,0.16,0.412
ROBOT_IRONING,BIG_BID_LVL1_P95,30,1728,-7.0341,-1.8994,-5.1347,-3.77,0.409
ROBOT_IRONING,BIG_ASK_LVL1_P95,30,1720,-7.1087,-1.8963,-5.2124,-3.82,0.406
ROBOT_IRONING,BIG_BID_LVL1_P99,30,836,-6.7344,-2.0652,-4.6692,-2.39,0.419
ROBOT_IRONING,BIG_ASK_LVL1_P99,30,832,-6.6899,-2.0671,-4.6228,-2.37,0.416
ROBOT_IRONING,BIG_BID_LVL1_P95,100,1728,-22.7011,-6.5579,-16.1432,-7.03,0.354
ROBOT_IRONING,BIG_ASK_LVL1_P95,100,1720,-22.552,-6.5715,-15.9805,-6.96,0.353
ROBOT_IRONING,BIG_BID_LVL1_P99,100,836,-23.7727,-7.0225,-16.7502,-5.2,0.347
ROBOT_IRONING,BIG_ASK_LVL1_P99,100,832,-23.1851,-7.0416,-16.1435,-5.03,0.349
ROBOT_IRONING,TRADE_BIG_P95(>=4),1,179,0.9469,-0.1462,1.0931,1.42,0.285
ROBOT_IRONING,TRADE_BIG_P95(>=4),5,179,-0.5642,0.0957,-0.6599,-0.38,0.385
ROBOT_IRONING,TRADE_BIG_P95(>=4),10,179,-0.7458,-1.0036,0.2578,0.1,0.453
ROBOT_IRONING,TRADE_BIG_P95(>=4),30,179,5.6983,-0.163,5.8614,1.39,0.492
ROBOT_IRONING,TRADE_BIG_P95(>=4),100,177,-2.0424,-11.5982,9.5558,1.2,0.463
ROBOT_LAUNDRY,BIG_BID_LVL1_P95,1,2445,0.2697,-0.051,0.3207,1.56,0.515
ROBOT_LAUNDRY,BIG_ASK_LVL1_P95,1,2525,-0.4889,0.0178,-0.5067,-2.53,0.466
ROBOT_LAUNDRY,BIG_BID_LVL1_P99,1,695,-0.1849,-0.0211,-0.1638,-0.44,0.489
ROBOT_LAUNDRY,BIG_ASK_LVL1_P99,1,706,-0.4646,-0.0143,-0.4503,-1.24,0.462
ROBOT_LAUNDRY,BIG_BID_LVL1_P95,5,2445,1.1282,-0.2338,1.362,2.98,0.515
ROBOT_LAUNDRY,BIG_ASK_LVL1_P95,5,2525,0.136,-0.1465,0.2826,0.62,0.49
ROBOT_LAUNDRY,BIG_BID_LVL1_P99,5,695,0.646,-0.141,0.787,0.92,0.515
ROBOT_LAUNDRY,BIG_ASK_LVL1_P99,5,706,0.2982,-0.1329,0.431,0.51,0.507
ROBOT_LAUNDRY,BIG_BID_LVL1_P95,10,2444,0.7653,-0.3352,1.1006,1.7,0.495
ROBOT_LAUNDRY,BIG_ASK_LVL1_P95,10,2525,0.3786,-0.3029,0.6815,1.03,0.503
ROBOT_LAUNDRY,BIG_BID_LVL1_P99,10,695,-0.259,-0.2452,-0.0138,-0.01,0.489
ROBOT_LAUNDRY,BIG_ASK_LVL1_P99,10,706,0.7238,-0.2689,0.9927,0.82,0.501
ROBOT_LAUNDRY,BIG_BID_LVL1_P95,30,2442,0.6208,-0.9421,1.5629,1.37,0.495
ROBOT_LAUNDRY,BIG_ASK_LVL1_P95,30,2525,0.0547,-0.8948,0.9494,0.81,0.489
ROBOT_LAUNDRY,BIG_BID_LVL1_P99,30,694,-0.5036,-0.8221,0.3185,0.16,0.496
ROBOT_LAUNDRY,BIG_ASK_LVL1_P99,30,706,-0.6629,-0.8184,0.1555,0.07,0.479
ROBOT_LAUNDRY,BIG_BID_LVL1_P95,100,2432,-1.8567,-2.8713,1.0145,0.48,0.491
ROBOT_LAUNDRY,BIG_ASK_LVL1_P95,100,2517,-0.1794,-3.0286,2.8492,1.41,0.489
ROBOT_LAUNDRY,BIG_BID_LVL1_P99,100,693,-2.3882,-2.7982,0.4101,0.11,0.492
ROBOT_LAUNDRY,BIG_ASK_LVL1_P99,100,704,1.3523,-2.8886,4.2409,1.11,0.53
